name,park,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
509,21,19,1,41,4,3,2018.0,3,73,206.6904,4.0,73.943149,5741.4,100.0
186,20,19,1,3,7,3,2015.0,3,37,324.7992,0.0,95.069763,6600.9696,99.5
338,21,19,1,23,7,6,2007.0,13,76,104.9856,2.0,70.214923,4448.7648,99.2
587,71,19,1,41,4,3,2018.0,3,59,111.5472,3.0,54.059277,3359.5392,99.1
134,129,19,1,23,11,3,2006.0,2,97,180.444,0.0,70.214923,4399.5528,98.9
633,76,16,1,41,11,3,2016.0,3,99,187.0056,3.0,70.214923,4265.04,98.8
130,52,9,1,43,7,6,2006.0,3,73,249.3408,2.0,78.292746,3782.7624,98.8
313,34,19,1,41,11,3,2016.0,13,73,164.04,0.0,73.321778,3799.1664,98.8
585,131,19,1,41,4,3,2015.0,3,73,121.3896,2.0,57.166132,4986.816,98.8
461,114,15,1,3,7,3,2012.0,3,39,249.3408,0.0,83.263714,5131.1712,98.2
246,40,13,1,23,7,3,2018.0,3,40,252.6216,1.0,86.99194,4757.16,98.2
535,111,7,1,23,7,3,2016.0,13,73,98.424,0.0,72.700407,4330.656,98.1
623,132,19,1,41,4,3,2015.0,3,73,108.2664,3.0,55.302019,3320.1696,98.0
142,63,7,1,23,7,3,2001.0,2,65,173.8824,0.0,74.56452,4002.576,97.9
235,88,16,1,30,7,3,2014.0,13,63,134.5128,7.0,62.1371,4530.7848,97.8
638,128,19,1,41,7,3,2018.0,3,62,114.828,3.0,52.195164,1804.44,97.5
512,70,19,1,41,7,3,2016.0,3,73,101.7048,3.0,52.195164,2742.7488,97.3
383,125,19,1,41,4,3,2013.0,3,73,164.04,2.0,68.35081,0,97.1
586,133,19,1,41,4,3,2018.0,3,73,101.7048,3.0,50.331051,2401.5456,97.0
573,21,19,1,23,7,3,2003.0,12,77,419.9424,0.0,119.303232,2798.5224,96.9
308,82,13,1,51,7,8,2017.0,3,59,131.232,0.0,59.030245,2978.9664,96.8
208,130,19,1,41,11,3,2014.0,3,97,180.444,2.0,71.457665,3116.76,96.7
263,128,19,1,41,4,3,2013.0,3,73,180.444,1.0,70.214923,3267.6768,96.5
644,131,19,1,2,7,6,2002.0,3,73,173.8824,6.0,75.807262,3608.88,96.1
650,91,8,1,23,7,6,2009.0,13,76,180.444,3.0,74.56452,3280.8,95.9
281,91,8,1,3,7,6,2000.0,3,73,164.04,6.0,64.622584,3936.96,95.8
259,71,19,1,23,7,6,2010.0,2,36,305.1144,0.0,90.098795,5101.644,95.8
170,155,9,1,3,7,2,2016.0,3,73,124.6704,5.0,0,3687.6192,95.8
168,46,17,1,23,7,3,2016.0,2,73,206.6904,1.0,74.56452,4921.2,95.4
390,74,19,1,36,11,3,1985.0,3,74,78.7392,0.0,44.738712,3198.78,95.3
567,125,19,1,30,7,3,2018.0,13,56,98.424,3.0,49.70968,3018.336,95.2
345,21,19,1,23,7,3,2000.0,2,36,308.3952,0.0,93.20565,6594.408,95.2
329,121,19,1,3,7,3,2016.0,3,40,200.1288,0.0,71.457665,4757.16,94.9
221,17,19,1,3,7,6,2007.0,3,11,203.4096,2.0,74.56452,3116.76,94.6
208,159,11,1,23,7,3,2002.0,2,65,154.1976,0.0,65.865326,3982.8912,94.5
269,127,19,1,41,4,3,2016.0,3,73,101.7048,3.0,52.816535,3198.78,94.3
24,88,16,1,23,11,3,2003.0,3,97,118.1088,0.0,55.92339,3510.456,94.3
314,70,19,1,7,7,3,2014.0,3,73,101.7048,0.0,55.92339,2509.812,94.0
365,3,18,1,3,7,6,0,3,95,42.6504,4.0,50.331051,2349.0528,93.9
453,60,7,1,19,7,3,2015.0,3,46,239.4984,1.0,78.914117,4051.788,93.6
384,103,6,1,3,7,6,2012.0,3,73,131.232,5.0,56.544761,3280.8,93.6
208,133,19,1,3,7,3,2006.0,3,39,200.1288,0.0,69.593552,4478.292,93.4
370,135,19,1,41,4,3,2011.0,3,73,154.1976,0.0,65.243955,4199.424,93.2
151,149,11,1,3,7,8,2018.0,3,73,131.232,3.0,59.030245,2667.2904,92.8
523,132,19,1,23,7,3,2000.0,3,65,206.6904,0.0,77.050004,5400.1968,92.8
355,16,19,1,3,7,6,1996.0,3,73,150.9168,7.0,59.651616,3982.8912,92.7
462,16,19,1,3,7,6,2005.0,3,11,200.1288,1.0,70.214923,3188.9376,92.5
645,75,19,1,23,7,3,2002.0,12,76,203.4096,0.0,82.020972,2201.4168,92.4
480,62,19,1,23,7,6,2012.0,2,65,196.848,0.0,74.56452,3608.88,92.4
581,124,3,1,51,7,6,2016.0,13,73,78.7392,0.0,59.030245,3182.376,92.3
3,20,19,1,3,7,6,1999.0,3,73,111.5472,6.0,62.1371,2952.72,92.2
536,131,19,1,3,7,2,2006.0,3,73,170.6016,4.0,62.1371,3599.0376,92.1
526,108,15,1,3,7,6,2002.0,3,73,164.04,7.0,65.243955,3936.96,92.0
286,129,19,1,23,7,6,2005.0,12,77,456.0312,0.0,128.002426,3116.76,91.9
374,129,19,1,3,7,3,2001.0,3,39,229.656,0.0,79.535488,5393.6352,91.6
555,64,19,1,3,7,6,2015.0,13,73,141.0744,4.0,62.1371,3034.74,91.1
332,121,19,1,3,7,2,2009.0,3,73,141.0744,4.0,60.272987,3359.5392,90.9
282,145,9,1,23,7,7,2008.0,2,66,104.9856,0.0,54.059277,2460.6,90.8
392,33,4,1,23,7,3,2008.0,3,66,104.9856,0.0,55.92339,2477.004,90.8
192,21,19,1,3,7,2,2013.0,3,73,170.6016,6.0,67.108068,4163.3352,90.5
49,111,7,1,3,7,6,2006.0,3,73,85.3008,4.0,49.70968,0,90.3
108,52,9,1,43,7,3,2001.0,8,1,170.6016,0.0,106.875812,3900.8712,90.2
542,162,6,1,3,7,6,2010.0,3,73,137.7936,6.0,57.166132,3936.96,90.1
8,97,6,1,30,7,3,0,3,65,98.424,0.0,62.1371,2624.64,89.9
6,17,19,1,3,7,6,1997.0,3,73,196.848,6.0,67.108068,0,89.9
582,149,11,1,18,11,3,2007.0,3,97,114.828,0.0,0,3280.8,89.5
422,157,19,1,21,4,3,2008.0,3,97,78.7392,0.0,56.544761,2900.2272,89.2
248,12,18,1,30,7,3,2018.0,13,59,88.5816,1.0,49.70968,3749.9544,89.1
35,156,14,1,51,7,6,2010.0,10,73,137.7936,0.0,55.92339,0,89.0
501,141,18,1,23,7,6,2006.0,12,76,206.6904,0.0,83.885085,1312.32,88.9
524,128,19,1,3,7,6,2000.0,3,73,167.3208,6.0,70.214923,4025.5416,88.6
39,19,2,1,3,7,3,2008.0,3,39,229.656,0.0,77.050004,5318.1768,88.5
636,41,7,1,18,11,3,2012.0,3,97,114.828,0.0,62.1371,3444.84,88.5
423,45,15,1,23,7,3,2017.0,13,77,367.4496,0.0,114.953635,2887.104,88.3
16,17,19,1,3,7,3,1999.0,3,39,170.6016,0.0,73.321778,4881.8304,88.0
183,131,19,1,38,7,3,2013.0,13,54,157.4784,2.0,69.593552,2198.136,88.0
513,62,19,1,23,7,6,2004.0,12,76,183.7248,3.0,74.56452,2644.3248,88.0
363,72,19,1,18,11,3,2017.0,3,97,108.2664,0.0,52.816535,3264.396,87.8
277,115,5,1,19,5,3,2015.0,13,73,131.232,3.0,64.622584,2821.488,87.4
425,152,19,1,38,7,3,2004.0,13,53,45.9312,0.0,40.389115,2198.136,87.4
533,35,19,1,3,7,6,2001.0,3,73,134.5128,4.0,57.787503,3116.76,87.3
358,135,19,1,38,7,3,1998.0,13,80,216.5328,1.0,70.214923,1299.1968,87.1
80,61,7,4,23,11,3,2001.0,3,74,167.3208,0.0,68.35081,4921.2,86.9
73,16,19,1,23,7,6,2011.0,13,76,101.7048,1.0,60.272987,4429.08,86.8
232,152,19,1,23,7,3,2014.0,13,10,0,0.0,0,0,86.8
359,134,19,1,38,7,3,1998.0,13,73,216.5328,1.0,70.214923,1299.1968,86.8
103,72,19,1,3,7,3,2009.0,3,39,229.656,0.0,80.156859,5282.088,86.3
190,3,18,1,3,7,2,2002.0,3,73,65.616,3.0,46.602825,2755.872,86.2
164,60,7,1,19,7,6,2009.0,6,21,131.232,1.0,62.1371,0,86.1
208,78,2,1,3,7,3,2006.0,3,39,173.8824,0.0,68.35081,4038.6648,85.8
51,41,7,1,30,7,3,2009.0,13,59,124.6704,4.0,62.1371,3464.5248,85.7
38,72,19,1,9,11,3,1979.0,3,73,111.5472,0.0,64.622584,7358.8344,85.7
386,164,19,1,3,7,6,2006.0,3,73,150.9168,4.0,59.651616,3080.6712,85.5
251,154,19,1,3,7,6,0,16,59,108.2664,7.0,66.486697,3697.4616,85.5
293,16,19,1,3,7,6,1993.0,3,59,141.0744,7.0,59.651616,3969.768,85.4
27,39,11,1,3,7,6,2015.0,3,11,124.6704,2.0,55.92339,1640.4,85.3
340,127,19,1,3,7,6,2000.0,3,73,150.9168,7.0,65.243955,3936.96,85.2
252,27,19,1,23,7,6,2001.0,13,59,108.2664,1.0,54.680648,6069.48,85.2
349,54,19,1,21,11,3,2017.0,3,73,82.02,1.0,48.466938,2289.9984,84.9
323,159,11,1,30,7,3,2016.0,3,3,104.9856,2.0,54.059277,2230.944,84.9
514,108,15,1,51,7,6,2002.0,2,72,190.2864,3.0,65.865326,1204.0536,84.7
376,56,8,1,3,7,6,2015.0,3,11,141.0744,2.0,62.1371,1856.9328,84.6
399,125,19,1,43,7,3,0,5,1,98.424,0.0,62.1371,3503.8944,84.3
418,56,8,1,3,7,6,2011.0,3,73,108.2664,3.0,55.92339,2526.216,84.2
633,125,19,1,3,7,6,0,3,59,121.3896,5.0,65.865326,3074.1096,84.2
603,17,19,1,57,7,3,2012.0,13,51,0,0.0,52.816535,2834.6112,84.1
227,100,3,1,3,7,6,0,3,59,114.828,4.0,55.92339,2788.68,84.1
141,29,19,1,51,7,3,2006.0,3,34,111.5472,0.0,49.70968,4399.5528,84.0
500,92,7,1,30,7,3,2017.0,13,59,147.636,3.0,55.92339,2362.176,83.9
425,156,14,1,38,7,6,2010.0,13,44,45.0,0.0,44.738712,2198.136,83.9
352,2,19,1,19,7,3,2016.0,3,46,134.5128,5.0,65.243955,2499.9696,83.8
134,51,7,1,18,11,3,2009.0,3,97,91.8624,0.0,46.602825,2460.6,83.8
379,48,10,1,46,7,6,1989.0,0,59,124.6704,5.0,49.70968,4101.0,83.5
291,121,19,1,3,7,6,2000.0,3,73,150.9168,7.0,65.243955,4176.4584,83.5
280,150,7,1,19,7,3,2013.0,13,46,104.9856,0.0,62.1371,2296.56,83.5
375,3,18,1,3,7,6,1998.0,3,11,65.616,0.0,68.35081,1220.4576,83.2
615,71,19,4,23,7,6,1998.0,13,73,154.1976,4.0,69.593552,2755.872,83.2
258,20,19,1,3,7,3,2010.0,14,39,232.9368,0.0,74.56452,5314.896,83.2
43,65,3,1,51,7,3,2012.0,6,67,0,0.0,34.796776,3608.88,83.0
545,141,18,1,3,7,6,2012.0,3,73,127.9512,4.0,0,2542.62,82.8
178,40,13,1,51,7,6,0,13,59,82.02,3.0,49.088309,1837.248,82.7
175,46,17,1,23,7,3,2010.0,12,51,170.6016,0.0,149.12904,6561.6,82.7
418,21,19,1,3,7,6,1994.0,3,73,137.7936,6.0,57.166132,3789.324,82.5
471,41,7,1,3,7,3,0,3,40,239.4984,0.0,78.914117,5314.896,82.4
62,79,19,1,5,11,3,2000.0,3,74,114.828,0.0,60.272987,4724.352,82.4
310,19,2,1,3,7,3,2012.0,3,37,305.1144,0.0,91.962908,5485.4976,82.0
119,114,15,1,3,7,6,1995.0,3,59,147.636,8.0,65.243955,4166.616,81.9
204,4,11,1,19,7,3,2017.0,13,46,108.2664,2.0,55.92339,1312.32,81.9
647,81,6,1,23,7,3,2018.0,16,24,39.3696,0.0,52.816535,3280.8,81.6
239,155,9,1,3,7,3,2007.0,3,65,144.3552,0.0,55.92339,3936.96,81.5
165,61,7,1,3,7,2,2014.0,3,73,164.04,5.0,62.1371,2532.7776,81.5
271,39,11,1,18,11,3,2010.0,3,97,72.1776,0.0,46.602825,2585.2704,81.4
115,154,19,0,3,7,6,1999.0,3,73,124.6704,5.0,60.272987,3198.78,81.4
160,18,19,1,3,7,3,1993.0,3,73,101.7048,3.0,50.331051,2260.4712,81.4
544,3,18,1,19,7,3,2013.0,3,46,98.424,14.0,52.816535,3838.536,81.3
626,34,19,1,3,7,6,2012.0,3,73,209.9712,4.0,60.894358,3126.6024,81.1
272,39,11,1,18,11,3,2010.0,3,97,72.1776,0.0,46.602825,2585.2704,80.3
463,117,8,1,32,7,3,2011.0,13,59,114.828,1.0,62.1371,2460.6,80.3
520,126,19,1,23,7,3,2000.0,3,65,196.848,0.0,72.700407,5347.704,80.2
564,160,6,1,21,11,3,2016.0,3,97,55.7736,0.0,40.389115,1463.2368,79.2
317,88,16,1,46,7,3,1987.0,3,95,147.636,0.0,49.70968,5078.6784,79.0
468,75,19,1,3,7,6,2004.0,3,73,147.636,6.0,55.302019,3126.6024,79.0
14,113,1,1,19,7,6,0,13,59,111.5472,3.0,55.92339,1968.48,78.9
216,62,19,1,3,7,6,1998.0,3,73,88.5816,4.0,57.787503,2798.5224,78.9
446,144,4,1,29,11,3,0,2,74,42.6504,0.0,31.06855,2362.176,78.4
230,75,19,1,19,7,3,0,3,61,150.9168,4.0,57.166132,2198.136,78.4
553,148,9,1,23,7,3,2003.0,2,39,262.464,0.0,80.77823,3510.456,78.3
254,24,8,1,23,7,4,0,14,25,65.616,0.0,0,1499.3256,78.3
109,71,19,1,3,7,6,2008.0,3,73,157.4784,5.0,65.243955,4209.2664,78.1
145,62,19,1,23,7,3,2008.0,3,59,121.3896,6.0,57.787503,2700.0984,78.1
546,64,19,1,21,11,3,2006.0,3,97,160.7592,0.0,67.108068,6440.2104,77.8
639,104,6,1,21,4,3,2018.0,3,98,49.212,0.0,37.903631,1571.5032,77.6
116,154,19,0,3,7,6,1999.0,3,73,124.6704,5.0,55.302019,3198.78,77.4
10,24,8,1,23,6,4,2014.0,14,73,108.2664,0.0,52.816535,2870.7,77.3
406,158,1,1,30,7,3,0,13,80,147.636,0.0,62.1371,711.9336,77.2
290,61,7,1,3,7,6,2011.0,3,11,134.5128,1.0,0,1561.6608,77.0
30,108,15,1,3,7,6,2002.0,3,2,104.9856,5.0,49.70968,2700.0984,76.9
521,129,19,1,3,7,2,2003.0,3,73,104.9856,2.0,50.952422,2759.1528,76.7
26,72,19,1,3,7,6,2014.0,3,73,167.3208,7.0,68.35081,4133.808,76.5
127,144,4,1,3,7,6,0,3,59,91.8624,3.0,47.845567,1850.3712,76.3
48,129,19,1,3,7,6,1999.0,3,73,141.0744,7.0,60.894358,3982.8912,76.1
588,59,16,1,21,11,3,2011.0,3,97,49.212,0.0,37.903631,1574.784,76.1
342,99,18,1,5,11,3,1996.0,3,97,85.3008,0.0,47.845567,2956.0008,76.0
627,12,18,0,50,11,5,1958.0,3,101,0,0.0,0,1279.512,76.0
476,63,7,1,38,7,3,2014.0,13,64,150.9168,1.0,62.1371,853.008,75.5
555,115,5,1,18,11,3,2006.0,3,97,88.5816,0.0,46.602825,2788.68,75.3
640,116,19,1,21,11,3,2011.0,3,97,36.0888,0.0,34.796776,1240.1424,75.0
325,44,4,1,19,7,6,2008.0,12,59,65.616,2.0,49.70968,1771.632,75.0
642,130,19,1,3,7,2,2012.0,3,73,121.3896,5.0,55.92339,3001.932,75.0
521,130,19,1,3,7,2,2003.0,3,73,104.9856,2.0,50.952422,2798.5224,74.9
574,140,5,1,23,7,6,2001.0,3,73,82.02,5.0,46.602825,2296.56,74.6
539,34,19,1,2,7,6,1999.0,3,59,164.04,3.0,62.758471,2683.6944,74.5
621,53,19,1,18,11,3,2013.0,3,74,75.4584,0.0,46.602825,1968.48,74.4
389,69,19,1,2,7,3,1991.0,3,39,229.656,0.0,82.020972,3198.78,74.3
387,103,6,1,19,7,3,2017.0,4,73,68.8968,0.0,32.311292,3044.5824,74.2
233,113,1,1,18,11,3,2017.0,3,75,72.1776,0.0,43.49597,2034.096,74.2
635,111,7,1,32,7,3,2002.0,17,73,55.7736,0.0,37.28226,1345.128,74.1
426,153,19,1,38,6,3,2004.0,13,73,45.9312,0.0,39.767744,1906.1448,74.1
525,127,19,1,38,7,3,2012.0,13,73,147.636,1.0,59.651616,0,73.7
199,75,19,1,18,11,3,1998.0,3,97,118.1088,0.0,55.92339,4534.0656,73.4
79,111,7,1,51,7,3,1996.0,0,67,85.3008,0.0,31.06855,4199.424,73.3
0,109,15,1,32,7,3,2006.0,3,103,150.9168,2.0,65.243955,1476.36,73.3
366,141,18,1,3,7,6,2003.0,3,73,95.1432,4.0,47.845567,2460.6,73.2
46,32,6,1,51,7,3,1992.0,3,68,72.1776,0.0,37.28226,4921.2,73.2
244,35,19,1,3,7,6,0,3,59,95.1432,7.0,52.816535,3198.78,73.0
182,52,9,1,49,7,3,1996.0,3,41,259.1832,0.0,80.77823,6709.236,72.9
46,147,9,1,51,7,3,1987.0,3,67,0,0.0,37.28226,0,72.4
507,35,19,1,34,7,3,1997.0,3,39,200.1288,0.0,74.56452,5597.0448,72.3
432,3,18,1,23,7,6,2005.0,12,76,68.8968,0.0,60.894358,2122.6776,71.9
548,3,18,1,18,11,3,2018.0,3,97,72.1776,0.0,44.117341,2027.5344,71.8
361,142,15,1,51,7,3,2008.0,3,73,82.02,0.0,49.70968,2427.792,71.8
415,130,19,1,3,7,3,1999.0,3,39,203.4096,0.0,73.321778,5058.9936,71.7
624,21,19,1,23,7,6,2002.0,13,80,206.6904,0.0,72.079036,0,71.5
598,21,19,1,3,7,8,0,3,11,223.0944,3.0,74.56452,3444.84,71.5
125,149,11,1,30,7,3,2012.0,3,73,65.616,0.0,43.49597,1515.7296,71.3
100,61,7,1,23,7,3,2007.0,12,76,62.3352,0.0,62.1371,2132.52,71.3
634,111,7,1,32,7,3,2002.0,17,73,55.7736,0.0,41.010486,1525.572,71.3
12,134,19,1,18,11,3,2008.0,3,73,82.02,0.0,47.845567,2713.2216,71.2
592,87,5,1,32,7,6,2011.0,3,103,150.9168,2.0,65.243955,492.12,70.9
278,33,4,1,23,7,6,2013.0,16,24,39.3696,0.0,52.816535,3280.8,70.8
559,34,19,1,18,11,3,2004.0,3,97,101.7048,0.0,55.302019,3231.588,70.7
206,18,19,1,18,11,3,2013.0,3,97,108.2664,0.0,54.059277,3198.78,70.6
201,118,19,1,50,7,3,1924.0,3,73,68.8968,0.0,55.302019,2641.044,70.3
32,129,19,1,3,7,6,1993.0,3,73,104.9856,5.0,50.331051,2693.5368,70.1
483,155,9,1,30,7,3,2010.0,14,73,62.3352,0.0,0,1919.268,69.7
347,133,19,1,46,7,6,1978.0,3,59,82.02,2.0,50.331051,3254.5536,69.6
56,68,19,1,21,11,3,2007.0,3,97,95.1432,0.0,50.952422,3234.8688,69.4
351,7,4,1,23,7,3,1997.0,0,67,62.3352,0.0,40.389115,0,69.1
34,128,19,1,43,7,6,2015.0,3,32,118.1088,0.0,37.903631,1017.048,69.1
32,133,19,1,3,7,6,1997.0,3,73,104.9856,5.0,50.331051,2700.0984,69.0
604,127,19,1,23,7,6,2001.0,13,80,150.9168,1.0,65.243955,629.9136,68.8
121,22,18,1,32,7,3,2004.0,3,73,59.0544,0.0,0,1771.632,68.7
484,31,19,1,15,7,3,2005.0,3,42,75.4584,0.0,32.311292,3451.4016,68.6
489,151,12,1,23,7,6,2006.0,12,76,131.232,3.0,55.92339,2263.752,68.4
537,17,19,1,38,7,3,2015.0,13,54,150.9168,1.0,62.1371,862.8504,68.3
430,131,19,1,3,7,6,1998.0,3,73,154.1976,6.0,65.243955,4370.0256,68.2
534,109,15,1,32,7,3,2005.0,3,73,72.1776,0.0,42.253228,2066.904,68.2
549,3,18,1,23,7,3,0,1,31,65.616,0.0,40.389115,2480.2848,68.0
37,126,19,1,51,7,2,2001.0,3,73,114.828,5.0,50.331051,3339.8544,68.0
604,130,19,1,23,7,6,2001.0,13,80,183.7248,0.0,70.214923,629.9136,67.9
269,130,19,1,43,7,6,2017.0,3,32,121.3896,0.0,37.903631,1017.048,67.7
157,72,19,0,51,7,2,2007.0,3,29,114.828,0.0,50.331051,3339.8544,67.6
459,124,3,1,51,7,3,0,3,22,45.9312,0.0,31.06855,1909.4256,67.5
505,95,9,1,34,7,3,2000.0,3,36,318.2376,0.0,95.069763,8133.1032,67.5
506,122,19,1,34,7,3,1999.0,3,65,150.9168,0.0,65.243955,3700.7424,67.4
380,44,4,1,51,6,6,2013.0,0,73,62.3352,0.0,46.602825,1486.2024,67.4
32,130,19,1,3,7,6,1992.0,3,73,101.7048,5.0,50.331051,2700.0984,67.0
240,152,19,1,32,7,3,2009.0,3,103,167.3208,0.0,65.243955,0,66.8
287,87,5,1,23,7,6,2007.0,3,105,85.3008,0.0,37.28226,465.8736,66.7
630,100,3,1,56,7,3,1999.0,14,67,68.8968,0.0,46.602825,2329.368,66.7
312,62,19,1,18,11,3,2000.0,3,97,88.5816,0.0,50.952422,3398.9088,66.7
600,92,7,1,19,7,3,2011.0,3,42,26.2464,0.0,22.369356,1312.32,66.6
163,110,18,1,51,6,4,0,14,73,65.616,0.0,0,1295.916,66.3
478,137,7,1,32,7,3,2004.0,3,103,150.9168,2.0,65.243955,492.12,66.2
47,30,19,1,2,7,3,1980.0,3,67,0,0.0,36.039518,2778.8376,66.2
599,78,2,1,3,7,6,2002.0,3,73,104.9856,5.0,50.331051,2700.0984,66.2
270,126,19,1,38,7,3,1999.0,13,55,78.7392,4.0,59.651616,2703.3792,66.0
208,131,19,1,20,7,3,2000.0,3,41,232.9368,0.0,85.127827,4494.696,65.8
311,62,19,1,18,11,3,2000.0,3,97,88.5816,0.0,50.952422,3398.9088,65.7
267,59,16,1,46,7,3,1988.0,3,33,104.9856,0.0,55.92339,2624.64,65.7
269,129,19,1,43,7,6,2016.0,3,32,121.3896,0.0,37.903631,1020.3288,65.7
