name,park,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
551,4,11,2,46,7,3,1979.0,3,59,78.7392,1.0,46.602825,1942.2336,65.6
405,158,1,1,46,7,3,1982.0,13,85,137.7936,1.0,52.816535,853.008,65.5
328,21,19,1,2,7,3,1989.0,3,39,206.6904,0.0,72.079036,5104.9248,65.5
156,34,19,1,19,7,3,2014.0,7,57,0,0.0,34.796776,2427.792,65.4
47,31,19,1,52,7,3,1979.0,3,67,0,0.0,27.961695,2670.5712,65.4
237,48,10,1,16,7,3,1992.0,3,73,59.0544,0.0,31.06855,2493.408,65.3
522,131,19,1,23,7,3,1997.0,13,80,413.3808,0.0,99.41936,1233.5808,65.3
593,86,18,1,4,7,3,1991.0,3,67,157.4784,0.0,49.70968,7440.8544,65.2
332,123,19,1,30,7,3,2012.0,13,51,29.5272,0.0,43.49597,2788.68,65.0
31,132,19,1,3,7,6,2002.0,3,73,118.1088,5.0,55.302019,2601.6744,64.9
269,135,19,1,43,7,6,2017.0,3,32,118.1088,0.0,37.903631,1017.048,64.6
540,134,19,1,5,11,3,2000.0,3,97,150.9168,0.0,65.865326,5052.432,64.5
32,134,19,1,3,7,6,1995.0,3,73,104.9856,5.0,50.331051,2693.5368,64.3
354,75,19,1,46,7,3,1978.0,12,81,147.636,1.0,55.302019,800.5152,64.2
486,30,19,1,2,7,3,1975.0,3,73,88.5816,0.0,27.340324,3195.4992,64.0
104,39,11,1,27,7,3,2007.0,3,73,75.4584,0.0,0,1377.936,64.0
485,30,19,1,2,7,3,1975.0,3,73,88.5816,0.0,27.340324,3195.4992,64.0
569,135,19,1,20,7,3,2001.0,3,39,246.06,0.0,85.127827,5311.6152,63.9
362,34,19,1,19,7,6,2007.0,3,21,114.828,2.0,45.981454,1811.0016,63.8
120,40,13,1,51,7,3,0,0,22,65.616,0.0,46.602825,1486.2024,63.8
588,74,19,1,36,11,3,1999.0,3,97,101.7048,0.0,51.573793,3900.8712,63.7
33,131,19,1,3,7,6,1994.0,3,73,104.9856,5.0,49.70968,2700.0984,63.3
456,131,19,1,3,7,6,0,3,59,150.9168,7.0,62.758471,3986.172,63.1
437,28,19,1,51,7,6,1999.0,13,59,78.7392,3.0,59.651616,3369.3816,63.0
306,81,6,1,30,7,3,2011.0,3,73,72.1776,0.0,43.49597,1541.976,63.0
161,71,19,1,38,7,3,1996.0,13,45,75.4584,4.0,54.059277,2706.66,62.9
217,122,19,1,3,7,6,1997.0,3,73,108.2664,5.0,50.331051,2562.3048,62.3
574,7,4,1,23,7,3,2009.0,3,73,32.808,0.0,0,984.24,62.3
264,55,19,1,19,7,3,2012.0,3,21,101.7048,1.0,52.195164,1246.704,62.2
443,21,19,1,3,7,6,1996.0,3,73,144.3552,4.0,60.272987,3897.5904,62.1
197,133,19,1,3,7,6,1999.0,3,73,108.2664,2.0,54.059277,2998.6512,62.0
532,52,9,1,19,7,6,2011.0,13,21,141.0744,7.0,62.1371,3280.8,61.9
28,72,19,1,2,7,6,1993.0,3,73,78.7392,0.0,50.952422,2349.0528,61.8
541,64,19,1,5,11,3,2000.0,3,97,114.828,0.0,57.787503,4041.9456,61.8
180,8,7,1,32,7,3,2011.0,13,76,78.7392,3.0,49.70968,1509.168,61.8
464,135,19,1,46,7,3,1978.0,3,59,114.828,2.0,59.651616,3599.0376,61.5
173,120,7,1,57,7,3,2010.0,3,73,72.1776,0.0,52.816535,1738.824,61.4
398,35,19,1,23,7,6,2008.0,13,80,180.444,0.0,70.214923,705.372,61.3
331,150,7,1,10,11,3,2008.0,3,97,98.424,0.0,55.92339,2821.488,61.3
611,130,19,1,36,11,3,1995.0,3,97,101.7048,0.0,50.331051,3457.9632,61.1
459,30,19,1,51,7,3,2014.0,3,67,0,0.0,0,0,61.1
447,87,5,1,32,7,3,2008.0,3,73,55.7736,0.0,37.28226,1377.936,60.8
488,99,18,1,19,7,6,2006.0,3,21,114.828,2.0,59.030245,2001.288,60.8
7,48,10,1,46,7,3,1983.0,16,59,88.5816,0.0,49.70968,2985.528,60.7
521,133,19,1,3,7,2,2002.0,3,73,104.9856,2.0,50.952422,2755.872,60.7
394,83,4,1,57,7,3,0,3,31,0,0.0,0,0,60.6
595,58,9,1,49,7,6,1994.0,2,73,98.424,3.0,43.49597,1181.088,60.4
228,140,5,1,23,7,3,2003.0,13,80,98.424,0.0,43.49597,229.656,60.1
403,164,19,1,18,11,3,2009.0,3,97,101.7048,0.0,50.952422,3074.1096,60.0
449,141,18,1,19,7,6,2009.0,3,21,101.7048,3.0,55.302019,2362.176,59.9
188,150,7,1,19,7,3,1998.0,3,4,52.4928,0.0,31.06855,1574.784,59.7
256,59,16,1,23,7,6,2009.0,10,0,118.1088,0.0,37.28226,820.2,59.7
346,43,18,1,51,7,6,1999.0,3,59,150.9168,3.0,59.651616,0,59.6
274,121,19,1,30,7,3,1998.0,3,100,0,0.0,0,0,59.5
565,50,6,1,43,7,6,2011.0,3,18,98.424,2.0,41.010486,1377.936,59.5
208,128,19,1,3,7,6,2008.0,3,73,104.9856,5.0,49.70968,2700.0984,59.5
372,20,19,1,51,7,2,2004.0,3,73,114.828,5.0,50.952422,2765.7144,59.4
177,37,11,1,32,7,3,2007.0,13,103,49.212,2.0,43.49597,984.24,59.0
528,165,19,1,21,11,3,2015.0,3,80,65.616,0.0,41.010486,1197.492,58.9
91,161,6,1,32,7,3,0,3,42,52.4928,0.0,37.903631,1391.0592,58.5
563,158,1,1,19,7,3,2018.0,3,5,65.616,0.0,34.175405,1640.4,58.3
93,94,19,1,5,7,3,1995.0,3,73,68.8968,0.0,57.787503,1899.5832,58.2
176,104,6,1,35,7,3,2005.0,3,101,49.212,0.0,0,1246.704,58.2
194,21,19,1,2,4,3,1978.0,3,73,124.6704,0.0,59.651616,3936.96,58.0
67,41,7,1,30,7,3,0,15,22,85.3008,0.0,37.28226,3024.8976,57.8
606,112,1,1,19,7,3,2011.0,3,73,55.7736,0.0,34.175405,1312.32,57.4
33,135,19,1,3,7,6,1999.0,3,73,104.9856,5.0,50.331051,2700.0984,57.3
436,161,6,1,51,7,6,0,13,60,78.7392,3.0,57.166132,3402.1896,56.9
419,86,18,1,46,7,3,1987.0,3,73,49.212,0.0,40.389115,1837.248,56.8
279,88,16,0,23,7,6,2005.0,12,76,78.7392,2.0,46.602825,1443.552,56.7
283,9,19,1,18,11,3,2006.0,3,97,88.5816,0.0,47.845567,2828.0496,56.5
208,132,19,1,51,7,6,2012.0,2,72,190.2864,3.0,65.865326,1204.0536,56.5
609,59,16,1,19,7,3,2003.0,3,4,68.8968,0.0,34.175405,1410.744,56.2
118,38,11,1,19,7,3,2012.0,3,73,49.212,0.0,0,1181.088,55.9
247,65,3,1,51,7,3,2005.0,14,73,101.7048,0.0,0,3451.4016,55.6
368,60,7,1,46,7,3,1979.0,3,59,85.3008,1.0,49.088309,2431.0728,55.5
77,110,18,1,19,7,3,2006.0,3,4,55.7736,0.0,31.06855,1476.36,55.2
11,130,19,1,23,11,3,1981.0,3,97,124.6704,0.0,65.865326,4648.8936,55.2
84,66,19,1,5,11,0,2001.0,2,73,55.7736,0.0,44.738712,2099.712,55.0
467,75,19,1,30,7,3,2007.0,3,89,62.3352,0.0,37.28226,1410.744,55.0
618,87,5,1,50,11,3,1951.0,3,97,75.4584,0.0,37.28226,3149.568,55.0
18,41,7,1,30,7,3,0,9,15,45.9312,0.0,19.262501,1656.804,54.8
36,156,14,1,51,7,6,2010.0,10,59,0,0.0,0,0,54.6
112,10,7,1,19,7,3,2003.0,3,4,59.0544,0.0,43.49597,1640.4,54.5
479,19,2,0,49,7,6,1985.0,3,73,88.5816,1.0,50.952422,2207.9784,54.5
557,151,12,1,51,11,3,2001.0,3,97,104.9856,0.0,57.787503,3116.76,54.3
269,132,19,1,43,7,6,2017.0,3,32,121.3896,0.0,37.903631,1017.048,54.1
594,95,9,1,49,7,6,0,3,73,95.1432,3.0,44.117341,1377.936,54.0
417,111,7,1,51,7,3,2016.0,0,7,82.02,0.0,38.525002,688.968,53.9
341,163,0,1,51,7,3,1994.0,3,96,62.3352,0.0,43.49597,1804.44,53.9
385,135,19,1,19,7,3,2008.0,3,73,52.4928,0.0,31.06855,1351.6896,53.4
185,114,15,1,23,7,6,2007.0,12,73,45.9312,1.0,83.885085,2952.72,53.3
414,0,18,1,19,7,6,2007.0,3,21,72.1776,3.0,43.49597,1184.3688,53.1
605,158,1,0,13,7,3,2007.0,17,93,180.444,0.0,37.28226,2368.7376,53.0
15,131,19,4,18,11,3,2009.0,3,97,101.7048,0.0,55.302019,2851.0152,52.8
318,17,19,1,2,7,6,1978.0,3,59,127.9512,2.0,59.651616,3238.1496,52.7
356,140,5,1,56,7,3,2010.0,16,73,0,0.0,42.253228,0,52.7
382,2,19,1,5,11,3,1993.0,3,97,65.616,0.0,47.845567,2798.5224,52.6
207,98,6,1,19,7,3,2012.0,0,80,0,0.0,0,0,52.6
147,44,4,1,43,7,3,2004.0,3,73,65.616,0.0,46.602825,2040.6576,52.5
23,72,19,1,38,7,3,2005.0,13,52,45.0,0.0,39.767744,0,52.4
601,110,18,1,51,1,4,0,14,73,656.16,0.0,0,65.616,52.3
336,31,19,1,2,7,4,1959.0,3,4,78.7392,0.0,26.718953,2037.3768,52.2
82,62,19,1,36,7,3,1946.0,3,73,85.3008,0.0,50.331051,3359.5392,52.1
250,74,19,1,57,7,3,2015.0,3,73,98.424,4.0,55.302019,1975.0416,52.0
245,32,6,1,51,7,6,1995.0,12,60,101.7048,3.0,43.49597,3280.8,52.0
552,70,19,1,11,11,3,1990.0,3,97,88.5816,0.0,52.816535,2851.0152,51.9
579,6,6,1,51,7,6,2012.0,3,47,131.232,3.0,49.70968,1017.048,51.6
465,95,9,1,46,7,3,1980.0,11,81,134.5128,1.0,52.816535,853.008,51.5
530,109,15,1,19,7,3,2012.0,3,67,55.7736,0.0,0,1476.36,51.3
22,19,2,1,38,7,3,2005.0,13,22,45.9312,0.0,39.767744,1958.6376,51.3
22,71,19,1,38,7,3,2006.0,13,73,45.9312,0.0,39.767744,1958.6376,51.2
260,17,19,1,18,4,3,2017.0,14,97,75.4584,0.0,47.845567,0,51.1
543,64,19,1,5,11,3,1995.0,3,97,108.2664,0.0,47.845567,2729.6256,51.1
416,146,9,1,23,7,6,2005.0,3,59,52.4928,1.0,37.28226,1968.48,51.0
385,128,19,1,19,7,3,2007.0,3,90,52.4928,0.0,31.06855,1351.6896,51.0
95,133,19,1,19,7,3,2011.0,3,21,95.1432,3.0,52.195164,2099.712,50.9
85,108,15,1,30,7,3,2009.0,0,104,52.4928,0.0,37.28226,1574.784,50.8
572,103,6,1,5,11,3,1997.0,3,97,98.424,0.0,52.195164,4045.2264,50.8
161,72,19,1,38,7,3,1996.0,13,55,75.4584,4.0,54.059277,2706.66,50.8
330,164,19,1,34,7,3,1998.0,3,39,206.6904,0.0,74.56452,5577.36,50.5
599,22,18,1,2,7,6,1990.0,3,73,55.7736,0.0,45.981454,2349.0528,50.4
597,118,19,1,32,7,3,2013.0,3,73,49.212,0.0,39.767744,1410.744,50.4
54,21,19,1,36,11,3,1964.0,3,74,78.7392,0.0,39.767744,2559.024,50.2
494,3,18,1,32,7,3,2004.0,3,73,55.7736,0.0,37.28226,1476.36,50.2
490,67,6,1,19,0,3,2018.0,3,73,36.0888,0.0,0,1312.32,50.2
472,33,4,1,30,7,3,2011.0,3,73,91.8624,0.0,43.49597,1492.764,49.9
234,73,7,1,19,7,7,2004.0,3,4,55.7736,0.0,34.175405,1745.3856,49.8
295,59,16,1,51,7,3,0,0,22,65.616,0.0,34.175405,1312.32,49.7
482,62,19,1,46,7,3,1977.0,3,59,0,1.0,0,0,49.7
488,40,13,1,23,7,4,2018.0,17,73,164.04,0.0,68.35081,0,49.6
385,134,19,1,19,7,3,2007.0,3,73,52.4928,0.0,31.06855,1351.6896,49.5
265,69,19,1,0,7,3,1921.0,3,73,68.8968,0.0,44.738712,2132.52,49.2
454,16,19,1,46,7,3,1981.0,3,59,65.616,1.0,49.70968,1811.0016,49.1
388,41,7,1,30,7,3,2006.0,0,97,49.212,0.0,40.389115,1312.32,49.1
646,159,11,1,51,7,6,2000.0,13,73,85.3008,3.0,55.92339,3267.6768,48.9
102,93,8,1,51,7,6,0,3,47,131.232,3.0,49.70968,1017.048,48.7
324,158,1,1,51,11,3,2001.0,3,97,91.8624,0.0,49.70968,3395.628,48.7
82,57,19,1,36,7,3,1994.0,3,73,95.1432,0.0,55.302019,4196.1432,48.6
427,12,18,1,2,7,6,1979.0,14,80,55.7736,1.0,44.738712,633.1944,48.3
191,58,9,1,33,6,0,1998.0,3,73,131.232,0.0,60.894358,5459.2512,48.3
337,31,19,1,2,7,7,1959.0,3,4,78.7392,0.0,26.718953,2132.52,48.3
424,145,9,1,23,7,3,2000.0,3,73,121.3896,0.0,55.92339,4376.5872,48.3
395,128,19,1,38,7,6,1999.0,13,55,78.7392,4.0,60.272987,2706.66,48.3
508,66,19,1,43,7,7,2008.0,3,73,95.1432,3.0,40.389115,0,48.0
181,56,8,1,23,7,4,2003.0,2,73,55.7736,0.0,37.28226,2296.56,47.8
397,41,7,1,30,7,3,0,3,22,75.4584,0.0,43.49597,2742.7488,47.8
106,91,8,1,23,7,3,2012.0,17,73,164.04,0.0,68.35081,0,47.7
446,7,4,1,0,7,3,1932.0,2,73,72.1776,0.0,46.602825,3238.1496,47.7
550,33,4,1,19,7,7,2002.0,14,4,0,0.0,0,0,47.7
61,149,11,1,51,7,3,2004.0,13,70,49.212,0.0,46.602825,1968.48,47.4
410,72,19,1,36,11,3,1972.0,3,73,88.5816,0.0,60.894358,3412.032,47.4
179,53,19,1,51,7,3,0,0,22,65.616,0.0,34.175405,1295.916,47.3
20,12,18,1,30,7,3,1988.0,3,73,65.616,0.0,31.06855,1492.764,47.3
195,21,19,1,2,4,3,1978.0,3,73,124.6704,0.0,59.651616,3936.96,47.3
622,130,19,1,46,7,4,1976.0,10,86,68.8968,0.0,42.253228,3100.356,47.2
231,14,4,1,19,7,3,2007.0,3,73,52.4928,0.0,34.175405,1302.4776,46.5
511,35,19,0,51,7,6,2012.0,3,84,131.232,3.0,49.70968,1017.048,46.3
77,115,5,1,51,7,6,2005.0,2,80,118.1088,3.0,47.224196,935.028,46.2
496,164,19,1,19,7,3,2004.0,3,87,55.7736,0.0,31.06855,1345.128,46.2
556,132,19,1,14,11,3,1941.0,3,97,68.8968,0.0,0,2864.1384,46.0
153,46,17,1,32,7,3,2010.0,13,73,0,0.0,0,3280.8,45.8
242,11,1,1,57,7,3,2013.0,0,73,49.212,0.0,31.06855,1640.4,45.8
475,69,19,1,38,7,3,2010.0,13,51,95.1432,3.0,49.70968,2099.712,45.7
629,104,6,1,35,7,3,2000.0,0,73,49.212,0.0,43.49597,1082.664,45.7
648,94,19,1,5,11,3,1997.0,3,97,88.5816,0.0,60.272987,2900.2272,45.6
617,19,2,1,2,7,6,1991.0,3,73,91.8624,0.0,55.302019,2559.024,45.4
411,71,19,1,36,11,3,1975.0,3,73,85.3008,0.0,55.92339,3369.3816,44.8
78,16,19,1,30,7,3,2016.0,17,73,68.8968,0.0,40.389115,2099.712,44.7
369,131,19,1,46,7,3,1976.0,14,59,111.5472,1.0,55.302019,3457.9632,44.5
410,69,19,1,25,7,3,1927.0,3,73,72.1776,0.0,0,2250.6288,44.3
42,12,18,1,55,11,3,1923.0,3,73,59.0544,0.0,0,3300.4848,44.2
457,134,19,1,36,11,3,1976.0,3,97,111.5472,0.0,62.1371,3871.344,43.6
299,103,6,1,30,7,3,2001.0,3,73,101.7048,0.0,37.28226,2952.72,43.6
58,39,11,1,20,7,3,1985.0,3,73,65.616,0.0,37.28226,1719.1392,43.6
335,41,7,1,30,7,3,1999.0,17,101,52.4928,0.0,34.796776,1256.5464,43.1
344,58,9,1,49,7,6,1991.0,3,73,124.6704,0.0,0,2624.64,43.0
591,13,1,1,19,7,6,2004.0,3,21,85.3008,4.0,49.70968,2198.136,42.9
373,131,19,1,2,7,6,1988.0,3,73,59.0544,0.0,54.680648,2706.66,42.8
619,122,19,1,23,6,4,2017.0,16,73,62.3352,0.0,44.117341,2598.3936,42.7
218,129,19,1,3,7,6,2011.0,3,73,154.1976,5.0,63.379842,4156.7736,42.5
303,107,6,1,57,7,3,0,0,22,0,0.0,0,0,42.3
241,66,19,1,5,11,3,1994.0,3,73,78.7392,0.0,50.952422,2890.3848,41.6
257,163,0,1,32,7,3,2013.0,14,102,36.0888,0.0,21.747985,984.24,41.5
66,158,1,1,51,7,3,1992.0,3,67,45.9312,0.0,29.825808,2575.428,41.5
214,12,18,1,50,11,7,0,3,97,0,0.0,0,0,41.5
613,39,11,1,51,7,3,1998.0,3,19,82.02,0.0,40.389115,3936.96,41.5
59,105,6,1,51,7,3,2011.0,0,83,65.616,0.0,37.28226,606.948,41.4
452,61,7,1,30,7,3,1994.0,3,73,88.5816,0.0,32.932663,3247.992,41.4
154,46,17,1,32,7,3,2010.0,13,73,0,0.0,0,3280.8,41.3
59,40,13,1,51,7,3,2017.0,3,83,75.4584,0.0,37.28226,682.4064,41.3
40,36,18,1,51,7,3,2011.0,0,80,65.616,0.0,34.175405,590.544,41.1
574,109,15,1,23,7,6,1999.0,3,73,98.424,3.0,49.70968,2624.64,41.0
596,2,19,1,5,7,3,1996.0,3,73,0,0.0,0,984.24,40.9
357,13,1,1,51,7,3,1989.0,0,42,85.3008,0.0,31.06855,2362.176,40.9
386,18,19,1,3,7,6,1991.0,3,73,91.8624,2.0,39.767744,1919.268,40.9
504,157,19,1,32,7,3,2004.0,3,73,52.4928,0.0,37.28226,1391.0592,40.7
213,12,18,1,8,7,3,1935.0,3,73,62.3352,0.0,39.767744,3300.4848,40.6
45,12,18,1,2,7,3,1994.0,3,39,213.252,0.0,74.56452,5495.34,40.3
608,14,4,1,19,7,3,2003.0,2,21,72.1776,1.0,44.738712,1404.1824,40.1
527,151,12,1,30,8,3,2003.0,14,73,95.1432,0.0,47.224196,1099.068,40.1
321,95,9,1,46,7,3,1982.0,2,64,82.02,1.0,47.845567,1942.2336,40.1
81,131,19,3,24,11,3,1978.0,3,74,124.6704,0.0,62.1371,4324.0944,40.0
371,12,18,1,8,11,4,1933.0,3,74,62.3352,0.0,37.28226,2296.56,39.9
554,125,19,1,2,7,3,1993.0,3,67,82.02,0.0,47.845567,3021.6168,39.8
385,132,19,1,19,7,3,2005.0,3,88,55.7736,0.0,31.06855,1345.128,39.7
5,41,7,1,30,7,3,1984.0,14,14,19.6848,0.0,27.961695,866.1312,39.6
562,77,6,1,30,7,3,2011.0,3,101,45.9312,0.0,27.961695,1213.896,39.5
292,47,18,1,51,7,6,2006.0,3,73,124.6704,4.0,54.680648,2201.4168,39.5
152,84,7,1,57,7,3,2002.0,0,73,52.4928,0.0,37.28226,2821.488,39.5
144,69,19,1,42,7,3,1999.0,3,91,42.6504,0.0,29.204437,1377.936,39.4
517,48,10,1,46,7,4,0,3,73,0,0.0,0,0,39.2
556,69,19,1,0,7,3,1924.0,3,73,95.1432,0.0,55.302019,2887.104,39.2
155,125,19,1,50,7,3,1972.0,14,73,0,0.0,0,0,39.1
578,136,16,1,43,7,4,2009.0,3,17,65.616,0.0,24.85484,1640.4,39.1
19,41,7,1,30,7,3,2005.0,3,100,98.424,0.0,49.70968,1279.512,39.0
138,41,7,1,30,7,3,1997.0,15,87,91.8624,0.0,49.70968,3215.184,38.6
140,41,7,3,30,7,3,0,15,22,85.3008,0.0,37.28226,2877.2616,38.5
388,94,19,1,5,7,7,1996.0,14,73,59.0544,0.0,0,0,38.4
146,38,11,1,19,7,6,2009.0,14,21,72.1776,2.0,0,1049.856,38.4
96,130,19,1,30,7,3,2008.0,3,101,0,0.0,0,1213.896,38.4
59,163,0,1,51,7,3,1992.0,3,8,118.1088,3.0,47.224196,935.028,38.1
1,137,7,1,46,7,3,0,3,22,49.212,0.0,31.06855,1837.248,38.1
301,62,19,1,32,7,3,2015.0,3,73,0,0.0,40.389115,1400.9016,37.9
620,101,19,1,34,7,3,1996.0,3,73,55.7736,0.0,34.796776,1299.1968,37.9
331,56,8,1,51,7,3,2008.0,3,67,45.9312,0.0,31.06855,3379.224,37.7
498,114,15,1,5,11,3,1997.0,3,97,85.3008,0.0,45.981454,3126.6024,37.6
464,36,18,1,23,7,6,1994.0,3,73,118.1088,4.0,49.70968,1640.4,37.6
628,126,19,1,25,7,3,1990.0,3,73,98.424,0.0,52.816535,3999.2952,37.6
499,114,15,1,5,11,3,1997.0,3,97,85.3008,0.0,44.738712,3100.356,37.2
558,35,19,1,36,11,3,1923.0,3,97,78.7392,0.0,39.767744,2772.276,37.2
641,71,19,1,36,7,3,1974.0,3,73,36.0888,0.0,34.796776,1384.4976,37.1
637,19,2,1,1,7,3,0,3,31,59.0544,0.0,0,1000.644,37.0
261,72,19,1,51,7,6,0,3,82,160.7592,3.0,50.331051,1013.7672,36.8
50,34,19,1,50,7,3,1978.0,14,73,0,0.0,0,0,36.6
229,112,1,1,51,7,3,0,3,95,0,0.0,0,1870.056,36.6
92,89,19,1,50,11,3,1927.0,3,97,85.3008,0.0,60.272987,2851.0152,36.2
81,141,18,1,23,7,6,2002.0,3,71,98.424,10.0,44.738712,2788.68,36.2
364,13,1,1,32,7,3,2011.0,3,73,55.7736,0.0,34.175405,1410.744,36.0
9,105,6,1,53,7,5,2007.0,2,73,0,0.0,0,1427.148,35.9
519,113,1,1,30,7,3,2006.0,17,73,78.7392,0.0,42.253228,984.24,35.9
77,78,2,0,23,7,6,1995.0,3,73,85.3008,1.0,47.845567,2575.428,35.7
2,72,19,1,2,7,3,1991.0,3,67,62.3352,0.0,34.796776,2962.5624,35.7
136,160,6,1,51,7,3,1988.0,2,82,118.1088,3.0,47.224196,935.028,35.5
96,129,19,1,30,7,3,2008.0,3,101,0,0.0,0,1213.896,35.5
20,71,19,1,30,7,3,1988.0,14,4,60.0,0.0,35.0,0,35.4
616,87,5,0,38,7,3,2001.0,3,73,78.7392,0.0,37.28226,1082.664,35.1
360,47,18,1,43,7,6,2009.0,3,18,98.424,2.0,0,0,34.9
276,135,19,1,54,7,3,1980.0,3,73,72.1776,0.0,52.816535,2673.852,34.6
631,62,19,1,18,11,3,1996.0,3,97,88.5816,0.0,50.331051,3182.376,34.5
4,24,8,1,30,6,4,0,14,73,0,0.0,0,0,34.5
